Date,Product Name,RAM,Memory,Units Sold,Price (USD),Competitor Price,Stock Available,Marketing Spend,Holiday/Season Indicator,Weather Condition,Economic Indicator,Social Media Trend Score,Market Sentiment Score,Competitor Activity Score,Discount (%),Adjusted Units Sold,Year,Month
2022-01-03,Google Pixel 7,8GB,128GB,130,600,582,97,3496,0,0,0.8270939966692556,0.8968696317935999,0.8673966445387277,0.515265284295459,25,179,2022,1
2022-01-03,Google Pixel 8,8GB,256GB,162,1426,1441,387,8759,0,0,1.1967817315574365,1.1337773808484986,0.6282583946784551,0.7109870786259591,20,211,2022,1
2022-01-03,OnePlus 10 Pro,12GB,256GB,90,698,670,81,6461,0,0,0.9266906858632386,0.6387606511492488,0.7515210446915743,1.3390477382921362,15,110,2022,1
2022-01-03,OnePlus 11,16GB,512GB,40,1070,1054,288,19179,0,0,0.823954276883084,1.087300937617982,1.1180193674149612,0.7331840456926726,0,40,2022,1
2022-01-03,Xiaomi Mi 12,8GB,128GB,106,809,789,181,7536,0,0,1.1790984456864158,0.9383129989774058,1.0669204846280165,1.1747134709303255,0,106,2022,1
2022-01-03,Xiaomi Mi 13,12GB,256GB,23,1056,1027,188,7589,0,0,0.8937870705130627,0.7680506397911502,0.899276000710916,0.9711634745089128,10,26,2022,1
2022-01-03,Oppo Find X5,8GB,128GB,166,741,733,461,10348,0,1,1.1295561670906886,0.9879934963225852,1.361039338971264,1.4001102483750634,10,191,2022,1
2022-01-03,Oppo Find X6,12GB,512GB,82,754,748,405,5034,0,0,1.1903567285615506,1.142983026370477,0.8000412744031676,1.0615019536494923,30,119,2022,1
2022-01-04,iPhone 14,6GB,128GB,173,1479,1478,210,4398,0,0,0.9498804618770452,1.1110902136332923,0.7267411534095702,1.1074707233818155,5,186,2022,1
2022-01-04,iPhone 15,6GB,256GB,24,1015,1023,336,2490,0,0,0.9477129384529818,1.081931985992696,1.4575256763180555,0.7724858115278506,15,29,2022,1
2022-01-04,Samsung Galaxy S22,8GB,128GB,120,905,863,409,18082,0,0,0.8740854542588394,1.0586052460845066,0.7262753731710156,1.355108538135538,15,147,2022,1
2022-01-04,Samsung Galaxy S23,8GB,256GB,89,1413,1381,225,17458,0,0,1.1615091145151049,1.3616301993042308,1.3529899490931123,0.646496393867898,30,129,2022,1
2022-01-04,Google Pixel 7,8GB,128GB,45,1095,1100,228,3207,0,0,0.9284932271784668,0.7085829521213239,0.8770834509734474,1.029739994831786,25,62,2022,1
2022-01-04,Google Pixel 8,8GB,256GB,138,942,919,50,18636,0,0,0.975760555418096,0.5881635776680959,0.8582657354753195,1.1398747226257997,25,190,2022,1
2022-01-04,OnePlus 10 Pro,12GB,256GB,29,918,964,487,12514,0,0,0.8837849673848469,0.9369388189131772,0.6600655986661129,0.9825176786678304,30,42,2022,1
2022-01-04,OnePlus 11,16GB,512GB,104,869,898,183,11006,0,0,1.066295627198956,0.5860759963870013,0.5628983586859521,1.262689589546988,25,143,2022,1
2022-01-04,Xiaomi Mi 12,8GB,128GB,57,801,784,81,19602,0,0,0.9103235916480374,0.9451727630953296,0.5367585365490144,0.9260713597116226,10,66,2022,1
2022-01-04,Xiaomi Mi 13,12GB,256GB,69,854,901,103,6852,0,0,0.8542268017605947,0.8246716931470133,0.5393770268445928,1.2140921970727565,15,85,2022,1
2022-01-04,Oppo Find X5,8GB,128GB,184,926,904,412,18265,0,0,0.9959285219401164,0.8600556777009245,0.8772270439661474,0.945592159267184,30,267,2022,1
2022-01-04,Oppo Find X6,12GB,512GB,157,1320,1295,215,14253,0,1,1.0667584684571048,0.5975889824608662,1.4612320918272772,0.7249591843271673,15,192,2022,1
2022-01-05,iPhone 14,6GB,128GB,189,1064,1029,271,13125,0,0,1.1408117078992657,0.8605339846617738,1.4943074995859669,1.0245748036970173,0,189,2022,1
2022-01-05,iPhone 15,6GB,256GB,142,613,575,309,14188,0,0,0.9125053597574414,1.4775270670051783,0.7513434362436446,0.8843172616031287,10,163,2022,1
2022-01-05,Samsung Galaxy S22,8GB,128GB,140,925,940,455,9331,0,0,0.8244163097599446,1.1980765040302548,0.6711077912528708,0.6777997219723066,20,182,2022,1
2022-01-05,Samsung Galaxy S23,8GB,256GB,117,890,912,112,1383,0,0,1.1186062395243233,0.5619315479196446,1.3200396693105674,0.8020346360008078,10,135,2022,1
2022-01-05,Google Pixel 7,8GB,128GB,132,988,976,344,8505,0,0,0.9935103828673926,1.212944606850727,1.3144059635293044,0.6617817915699865,30,191,2022,1
2022-01-05,Google Pixel 8,8GB,256GB,22,1435,1423,466,8694,0,0,1.0768844541530165,0.8809817242347722,0.9234938696161812,1.4652449066394646,20,29,2022,1
2022-01-05,OnePlus 10 Pro,12GB,256GB,19,728,747,304,14549,0,0,1.119110652578816,1.360534079995276,1.432061582291982,0.8030033624668724,0,19,2022,1
2022-01-05,OnePlus 11,16GB,512GB,124,1386,1410,189,4543,0,0,1.132958083809545,0.870055065844421,0.6113111682491669,0.7626714814023752,30,180,2022,1
2022-01-05,Xiaomi Mi 12,8GB,128GB,183,1086,1069,141,3504,0,0,1.0515072961598069,1.4070424109937645,0.9058402661112042,1.410250023392379,5,197,2022,1
2022-01-05,Xiaomi Mi 13,12GB,256GB,107,1452,1438,270,10728,0,0,0.8180596070896178,0.6255165307141155,1.417179639914781,1.338968565184011,15,131,2022,1
2022-01-05,Oppo Find X5,8GB,128GB,64,912,918,192,16823,0,1,0.8084895723811147,1.4969510229220813,1.157112320360105,1.0334236951325264,0,64,2022,1
2022-01-05,Oppo Find X6,12GB,512GB,8,670,627,405,14482,0,0,1.1071083742275625,1.0930594226840329,1.4895082746909816,0.891475285248049,15,10,2022,1
2022-01-06,iPhone 14,6GB,128GB,152,1185,1146,339,7910,0,0,1.1314523104926637,0.5662551591841601,1.3621483853709684,1.1441385815460403,25,209,2022,1
2022-01-06,iPhone 15,6GB,256GB,165,1378,1346,173,18947,0,0,1.092876766333812,0.6041798324513242,1.4959622004518214,1.006004636847941,5,177,2022,1
2022-01-06,Samsung Galaxy S22,8GB,128GB,167,665,660,380,14585,0,0,1.1756142560917917,1.227319655216134,1.0785272065133906,0.5030968064039552,5,180,2022,1
2022-01-06,Samsung Galaxy S23,8GB,256GB,193,619,587,266,5187,0,1,0.8201050308544076,1.089272805033001,0.6193618539755833,0.816108359441049,0,193,2022,1
2022-01-06,Google Pixel 7,8GB,128GB,56,1061,1102,356,19794,0,0,0.9022416538337648,1.2378856946336625,1.418147388354824,0.7404744651429744,5,60,2022,1
2022-01-06,Google Pixel 8,8GB,256GB,52,859,887,243,15337,0,0,1.1179201280767646,0.7259344040420541,0.8064172269887422,1.2712788273795537,20,68,2022,1
2022-01-06,OnePlus 10 Pro,12GB,256GB,24,893,920,258,9343,0,0,1.1830235213710596,1.183312540821103,0.9080411610709244,1.492896197651957,5,26,2022,1
2022-01-06,OnePlus 11,16GB,512GB,92,637,680,90,11669,0,1,0.8250214786304444,1.2327772446277152,0.5360144694373135,0.9734280061992732,15,113,2022,1
2022-01-06,Xiaomi Mi 12,8GB,128GB,148,1427,1382,242,1544,0,0,0.9785010995536004,0.6937818479766653,0.8928537501513966,0.885800796842163,15,181,2022,1
2022-01-06,Xiaomi Mi 13,12GB,256GB,128,683,724,406,9834,0,0,0.8242645364754003,0.7909240722716596,1.2592170578077715,1.2896565093555654,30,186,2022,1
2022-01-06,Oppo Find X5,8GB,128GB,133,909,953,322,15133,0,0,1.1681899746424338,1.4648394257505206,1.342155325116364,1.025655141794136,15,163,2022,1
2022-01-06,Oppo Find X6,12GB,512GB,196,1232,1235,423,7999,0,0,0.9912620998514584,0.6957587558251901,0.7164202714736467,0.5427615551051815,30,284,2022,1
2022-01-07,iPhone 14,6GB,128GB,33,1406,1358,250,14131,0,0,1.191049774988441,0.962878233711445,1.2094843349213191,0.586397526241625,15,40,2022,1
2022-01-07,iPhone 15,6GB,256GB,6,1457,1450,491,12942,0,0,0.9668243400818616,0.5698120985769722,0.7180359782611733,0.8605617428744131,20,8,2022,1
2022-01-07,Samsung Galaxy S22,8GB,128GB,163,1068,1020,381,7889,0,0,1.169334847981334,1.272587596867944,1.1215528457128328,0.9853021651555528,30,236,2022,1
2022-01-07,Samsung Galaxy S23,8GB,256GB,128,1473,1451,253,13179,0,1,1.0620832473426765,0.6373121992818719,1.302057721915158,0.7059933722539883,10,147,2022,1
2022-01-07,Google Pixel 7,8GB,128GB,55,760,769,478,18553,0,0,0.8332136249878374,1.439815565821346,0.7327433811018824,1.4172596712381285,25,76,2022,1
2022-01-07,Google Pixel 8,8GB,256GB,148,664,664,279,2330,0,0,1.0257744989254265,0.8406898245577733,0.6447094832275237,1.4246583674344673,0,148,2022,1
2022-01-07,OnePlus 10 Pro,12GB,256GB,39,1325,1374,421,13025,0,0,1.0230295308505506,1.2900996388369486,1.495018099520515,1.0505518171141708,15,48,2022,1
2022-01-07,OnePlus 11,16GB,512GB,53,1027,1029,234,15695,0,0,1.0421446909843075,1.2016683805059694,0.9083382380561534,1.1008978002039944,5,57,2022,1
2022-01-07,Xiaomi Mi 12,8GB,128GB,166,897,872,420,13727,0,1,0.9225690439091564,0.7121993991341073,0.74365646087569,1.157002821083244,15,203,2022,1
2022-01-07,Xiaomi Mi 13,12GB,256GB,81,1388,1416,467,2477,0,0,1.016861884427824,1.0323337137062123,0.6413161730398085,0.7533848365215448,5,87,2022,1
2022-01-07,Oppo Find X5,8GB,128GB,28,1422,1433,301,13594,0,0,1.1566841343373715,0.5052847773455483,0.995900177901565,0.7649208331251119,25,38,2022,1
2022-01-07,Oppo Find X6,12GB,512GB,37,1307,1293,216,15799,0,0,1.1962572835744547,1.19430299529669,1.0985610667387355,1.184089209828438,25,51,2022,1
2022-01-08,iPhone 14,6GB,128GB,109,967,1004,280,9960,0,0,1.165958449598009,1.0728352711771327,1.3517163442803204,1.2927359322672785,25,150,2022,1
2022-01-08,iPhone 15,6GB,256GB,156,809,845,356,17209,0,0,1.0237832438776655,0.5694331045650585,0.5456049717138541,1.1745296679745525,5,168,2022,1
2022-01-08,Samsung Galaxy S22,8GB,128GB,153,1311,1323,156,12753,0,0,1.1937718118795404,1.3657929299623628,0.8636367513264347,0.7474544751118388,15,187,2022,1
2022-01-08,Samsung Galaxy S23,8GB,256GB,59,1484,1508,451,16232,0,0,1.1996031213199156,1.0770735330034322,1.4855565848706869,1.4453555484333422,25,81,2022,1
2022-01-08,Google Pixel 7,8GB,128GB,73,1395,1433,415,5024,0,1,0.9128548245910552,1.2975001114086848,1.2888669434545048,0.9922961211376266,20,95,2022,1
2022-01-08,Google Pixel 8,8GB,256GB,74,921,898,352,5005,0,0,1.1241691187232346,0.9292147971788778,0.8203132457765576,0.9150000539075192,30,107,2022,1
2022-01-08,OnePlus 10 Pro,12GB,256GB,71,931,949,382,18229,0,0,0.8648489283273635,0.6633042663969774,0.9830775972108332,1.2732952150188703,5,76,2022,1
2022-01-08,OnePlus 11,16GB,512GB,109,1097,1092,177,5017,0,1,1.191467812977905,0.6203430779526063,0.9960037317919398,1.081024679649846,5,117,2022,1
2022-01-08,Xiaomi Mi 12,8GB,128GB,16,1007,1043,66,18580,0,0,1.100296676029609,0.708207386687972,0.7083864619843078,1.0623896030344624,15,20,2022,1
2022-01-08,Xiaomi Mi 13,12GB,256GB,120,1136,1148,301,8980,0,0,0.9842365952544542,0.6540317169328891,0.5508460751477395,0.803473989098035,5,129,2022,1
2022-01-08,Oppo Find X5,8GB,128GB,53,689,657,358,12345,0,0,0.8373255041571157,0.5076244211835965,0.5768884101617724,1.3599015494857989,5,57,2022,1
2022-01-08,Oppo Find X6,12GB,512GB,119,913,871,199,15052,0,0,0.8411821903712859,1.0148935837545854,0.6668643980050953,1.405918011479673,25,164,2022,1
2022-01-09,iPhone 14,6GB,128GB,64,818,867,185,1308,0,0,0.9213176516036038,0.528564922251762,0.5187730193182362,0.9643643394303734,15,78,2022,1
2022-01-09,iPhone 15,6GB,256GB,161,1103,1077,138,19125,0,0,1.165608924862323,1.3556311653773658,0.6106426753690183,0.745992311877636,25,221,2022,1
2022-01-09,Samsung Galaxy S22,8GB,128GB,129,1013,977,422,19760,0,0,0.9961218942575576,1.218121080903252,0.5630106936232409,1.039782839925976,30,187,2022,1
2022-01-09,Samsung Galaxy S23,8GB,256GB,192,1278,1298,299,4899,0,0,1.0377769401176344,0.9224091194221244,0.8528091057106454,1.0523473894327642,30,278,2022,1
2022-01-09,Google Pixel 7,8GB,128GB,85,1397,1375,351,15218,0,0,0.8163381340160785,1.339085618132739,1.0551986120076828,1.2043296585687715,25,117,2022,1
2022-01-09,Google Pixel 8,8GB,256GB,178,849,843,95,10255,0,0,1.051095707229044,0.9950418092941272,0.7875091234299457,0.7211124105753224,30,258,2022,1
2022-01-09,OnePlus 10 Pro,12GB,256GB,161,1498,1456,487,12880,0,0,0.8662677025407722,0.5026748993942951,1.3044667074757044,1.2190859937144225,15,197,2022,1
2022-01-09,OnePlus 11,16GB,512GB,197,1137,1098,240,2435,0,0,0.8695907076698185,1.3774838432942158,0.9969406359300792,0.7391542364686072,0,197,2022,1
2022-01-09,Xiaomi Mi 12,8GB,128GB,108,1439,1410,111,14144,0,0,1.1062175495624862,1.0339131512749196,1.150523402078204,1.092885121311336,25,148,2022,1
2022-01-09,Xiaomi Mi 13,12GB,256GB,129,1361,1314,465,7846,0,0,1.0674835246471408,1.4867861130621385,1.463029997272844,1.42723065298221,20,168,2022,1
2022-01-09,Oppo Find X5,8GB,128GB,8,1372,1390,468,1489,0,0,1.1612436696439006,1.2481607323740156,1.1623862732500152,0.7535422356924768,20,10,2022,1
2022-01-09,Oppo Find X6,12GB,512GB,176,650,658,399,13068,0,0,0.9188202028040232,1.3828194942645866,1.4426887813018596,1.2005491189483737,5,189,2022,1
2022-01-10,iPhone 14,6GB,128GB,16,1317,1349,325,7844,0,0,0.8613060461620285,0.5266845173213042,0.8976695118630351,0.5068371393371986,30,23,2022,1
2022-01-10,iPhone 15,6GB,256GB,33,899,934,60,14329,0,1,1.024373711519836,1.282470416003819,1.2271665761992592,1.0762199424755914,20,43,2022,1
2022-01-10,Samsung Galaxy S22,8GB,128GB,110,1475,1484,427,10111,0,0,1.0583465746956175,1.0591496477602482,0.8274629563516818,1.305270128910233,5,118,2022,1
2022-01-10,Samsung Galaxy S23,8GB,256GB,157,759,766,309,11335,0,0,0.8083291009270857,0.8267301712467293,0.7196851459562662,1.14860588018824,0,157,2022,1
2022-01-10,Google Pixel 7,8GB,128GB,102,915,876,452,2076,0,0,1.1255398205266554,1.340460981568815,0.6953559426396587,0.924707374283112,15,125,2022,1
2022-01-10,Google Pixel 8,8GB,256GB,50,1197,1216,225,2455,0,0,0.8838787025835081,0.7996226297144696,0.6270126357722937,0.7497536486863339,15,61,2022,1
2022-01-10,OnePlus 10 Pro,12GB,256GB,161,859,828,450,17231,0,0,0.897877316692342,1.3799533302985476,0.5252594311908333,0.6496033801674511,15,197,2022,1
2022-01-10,OnePlus 11,16GB,512GB,161,1413,1400,439,4199,0,0,1.008164326017713,1.297590422736154,0.7130072114481828,0.5210088985933873,20,209,2022,1
2022-01-10,Xiaomi Mi 12,8GB,128GB,67,736,705,466,17155,0,0,0.8277015348480448,0.8666940663107653,1.4236545868883876,0.731529615455296,0,67,2022,1
2022-01-10,Xiaomi Mi 13,12GB,256GB,20,1406,1410,169,11768,0,0,1.0037424451622583,0.7615507617748886,1.0196454392431615,1.1644668390002957,20,26,2022,1
2022-01-10,Oppo Find X5,8GB,128GB,6,1209,1253,353,18616,0,0,0.953768752037054,0.6197963973109675,1.2378149221421402,1.3624430853178486,30,9,2022,1
2022-01-10,Oppo Find X6,12GB,512GB,123,985,1022,113,9832,0,0,1.1256188003552732,1.193723476828759,0.9928217073294124,1.4750352969345175,20,160,2022,1
2022-01-11,iPhone 14,6GB,128GB,30,1297,1297,271,5523,0,0,0.8462492983192804,0.6352998653415238,0.5921270904199898,0.6956417654727617,0,30,2022,1
2022-01-11,iPhone 15,6GB,256GB,93,1254,1214,174,1733,0,0,1.195691485038399,1.3702451546256136,1.2468371913214946,1.223449630270398,0,93,2022,1
2022-01-11,Samsung Galaxy S22,8GB,128GB,100,1427,1463,237,2946,0,1,1.1810453777534369,1.4811065690905454,1.0809598557644176,1.3824349605597783,30,145,2022,1
2022-01-11,Samsung Galaxy S23,8GB,256GB,167,826,853,181,11435,0,1,1.112589979997858,1.2253501212668834,0.5727535934312802,1.198735833287714,0,167,2022,1
2022-01-11,Google Pixel 7,8GB,128GB,10,745,775,281,16972,0,0,1.1679148582383911,0.8677235709080594,1.0989144665778845,0.993037540250559,0,10,2022,1
2022-01-11,Google Pixel 8,8GB,256GB,126,980,1004,155,13438,0,0,0.9210098525041948,1.3165251865939287,0.6580679858830848,0.6107452695837671,15,154,2022,1
2022-01-11,OnePlus 10 Pro,12GB,256GB,76,605,595,233,2919,0,0,1.0478556657674494,0.7190144313477898,1.0057070000873454,0.5018577940625735,30,110,2022,1
2022-01-11,OnePlus 11,16GB,512GB,63,1283,1280,206,3092,0,0,0.8737310669853113,1.0282536000798723,1.0744032387691351,0.6799394194874393,10,72,2022,1
2022-01-11,Xiaomi Mi 12,8GB,128GB,19,1271,1276,221,8309,0,0,1.004072536695137,0.7621392431327539,1.0622402927873311,1.221017132315408,10,22,2022,1
2022-01-11,Xiaomi Mi 13,12GB,256GB,73,1342,1297,58,13782,0,1,0.9846078158869974,0.6436383577383838,1.2003138730347842,1.4710859588768352,0,73,2022,1
2022-01-11,Oppo Find X5,8GB,128GB,20,1166,1207,312,10987,0,0,1.03068507116748,1.4399633864566102,0.9074542074876214,0.8490763038838451,10,23,2022,1
2022-01-11,Oppo Find X6,12GB,512GB,148,1415,1377,141,3647,0,0,1.1583648479392423,1.182435075464639,1.020470625256764,1.3122256430423271,10,170,2022,1
2022-01-12,iPhone 14,6GB,128GB,70,1367,1338,278,19413,0,0,1.136016585365338,1.0236584627548115,1.0985688356233156,0.8577498860356347,0,70,2022,1
2022-01-12,iPhone 15,6GB,256GB,9,1144,1151,278,7906,0,0,0.9441150145529564,0.5345609960375077,1.4357582813946266,1.001393083209708,10,10,2022,1
2022-01-12,Samsung Galaxy S22,8GB,128GB,90,815,777,99,2689,0,1,0.8542313084511379,0.7581418653702037,0.928897761554892,0.940532171424174,20,117,2022,1
2022-01-12,Samsung Galaxy S23,8GB,256GB,64,857,861,220,3900,0,0,1.1028413457648636,0.6678962455738808,1.2679104977357678,1.44810463139945,5,69,2022,1
2022-01-12,Google Pixel 7,8GB,128GB,78,803,852,189,4013,0,1,0.8117562268711809,0.9962827033479348,0.6572352318839956,1.0340456357201329,30,113,2022,1
2022-01-12,Google Pixel 8,8GB,256GB,158,883,908,175,12644,0,0,0.9272007884500542,1.3316467275511772,1.2283847033916424,0.8489157803288133,5,170,2022,1
2022-01-12,OnePlus 10 Pro,12GB,256GB,19,1184,1181,440,11332,0,1,0.9388657287896348,0.7605317164780383,1.2183772653878262,1.284799968586023,0,19,2022,1
2022-01-12,OnePlus 11,16GB,512GB,140,631,676,142,3047,0,0,0.9763284505833588,0.8133332914129997,0.9894305563784196,1.2206183449541064,15,172,2022,1
2022-01-12,Xiaomi Mi 12,8GB,128GB,161,981,943,202,9998,0,1,0.943627149031528,0.8850365498812719,0.886797033950717,0.8996970563629301,30,233,2022,1
2022-01-12,Xiaomi Mi 13,12GB,256GB,39,1387,1355,469,8155,0,0,1.124085846439969,0.935898673877198,0.923551098677208,1.4089763355666312,0,39,2022,1
2022-01-12,Oppo Find X5,8GB,128GB,175,1465,1506,326,18238,0,0,0.938093092222996,0.5846348418545315,1.3565299076884805,0.9097724340744188,15,214,2022,1
2022-01-12,Oppo Find X6,12GB,512GB,182,982,1023,429,15561,0,1,0.857515630375352,0.8791222349972417,1.244601552418327,0.6618040460359891,5,196,2022,1
2022-01-13,iPhone 14,6GB,128GB,121,982,989,465,2739,0,0,0.894739767890263,0.9325444600356008,0.6822460803347461,0.636642566043607,0,121,2022,1
2022-01-13,iPhone 15,6GB,256GB,32,619,636,194,14559,0,1,1.113929945099179,1.3533776550818095,0.6382072013416148,0.5691569082091553,30,46,2022,1
2022-01-13,Samsung Galaxy S22,8GB,128GB,84,920,934,375,9298,0,0,1.0130913980937128,0.5555217392877774,1.3704915276275136,0.6380571499364326,30,122,2022,1
2022-01-13,Samsung Galaxy S23,8GB,256GB,51,1232,1273,399,8203,0,1,0.9560754585704506,1.0752939923400122,0.5364265064505548,0.5368835853785703,25,70,2022,1
2022-01-13,Google Pixel 7,8GB,128GB,93,1103,1151,318,10997,0,0,1.156805697388661,1.231114161424994,0.652124667965142,1.3354427341243815,20,121,2022,1
2022-01-13,Google Pixel 8,8GB,256GB,123,904,926,483,6644,0,0,0.8127031312084526,0.6589407889892339,1.1725991495979706,1.2424637585012963,10,141,2022,1
2022-01-13,OnePlus 10 Pro,12GB,256GB,152,1241,1213,202,4126,0,0,1.138627150426837,1.1290388422767192,0.5841789159008447,0.9191635467714382,15,186,2022,1
2022-01-13,OnePlus 11,16GB,512GB,13,880,835,223,11199,0,0,1.1885312808642214,1.055858777226347,1.3576136963523266,1.3806597433633163,25,18,2022,1
2022-01-13,Xiaomi Mi 12,8GB,128GB,32,1293,1274,79,2972,0,0,1.1891022729694924,1.4851009902680352,1.2540169103657108,0.6026584929710896,10,37,2022,1
2022-01-13,Xiaomi Mi 13,12GB,256GB,124,1006,1003,378,16826,0,1,1.0214183605928195,0.7093108780254063,1.4287724157128388,0.9247683969199094,10,143,2022,1
2022-01-13,Oppo Find X5,8GB,128GB,25,1126,1109,298,4957,0,0,1.125862661994903,1.410845414243789,1.3444481280696272,0.9332497881212478,0,25,2022,1
2022-01-13,Oppo Find X6,12GB,512GB,170,697,679,218,12613,0,0,1.1244869778964732,1.068187571917093,0.9732338688045896,0.9799830039033685,10,195,2022,1
2022-01-14,iPhone 14,6GB,128GB,186,1452,1485,317,6775,0,0,1.113401483443751,0.7792020146770786,1.3711331191204996,0.5618275131070928,20,242,2022,1
2022-01-14,iPhone 15,6GB,256GB,44,721,766,83,15765,0,0,0.8368020648591075,0.5203989771241594,1.150071921712643,1.029249782672034,30,64,2022,1
2022-01-14,Samsung Galaxy S22,8GB,128GB,158,1247,1271,174,3587,0,0,0.8605732129515671,1.1612347308294588,0.5899100964528441,1.155509861767119,25,217,2022,1
2022-01-14,Samsung Galaxy S23,8GB,256GB,177,1160,1134,424,7052,0,0,0.9069642200377332,0.7205059929689537,0.7257553551461324,1.4213753197616068,10,204,2022,1
2022-01-14,Google Pixel 7,8GB,128GB,95,1188,1226,166,1252,0,0,0.8048114167615966,0.96471246106814,1.347239775287333,1.3838435036285015,0,95,2022,1
